"Date","Currency","Currency Pair","Buying","Selling","Mid Rate"
"03 Aug 2009","US Dollar","USDGHS","1.4539","1.4932","1.4736"
"31 Jul 2009","US Dollar","USDGHS","1.4485","1.4899","1.4692"
"30 Jul 2009","US Dollar","USDGHS","1.4478","1.4894","1.4686"
"29 Jul 2009","US Dollar","USDGHS","1.4475","1.4887","1.4681"
"28 Jul 2009","US Dollar","USDGHS","1.4475","1.4887","1.4681"
"27 Jul 2009","US Dollar","USDGHS","1.4409","1.4810","1.4610"
"24 Jul 2009","US Dollar","USDGHS","1.4407","1.4810","1.4609"
"23 Jul 2009","US Dollar","USDGHS","1.4407","1.4810","1.4609"
"22 Jul 2009","US Dollar","USDGHS","1.4407","1.4810","1.4609"
"21 Jul 2009","US Dollar","USDGHS","1.4389","1.4796","1.4593"
"20 Jul 2009","US Dollar","USDGHS","1.4380","1.4814","1.4597"
"17 Jul 2009","US Dollar","USDGHS","1.4380","1.4814","1.4597"
"16 Jul 2009","US Dollar","USDGHS","1.4380","1.4812","1.4596"
"15 Jul 2009","US Dollar","USDGHS","1.4357","1.4793","1.4575"
"14 Jul 2009","US Dollar","USDGHS","1.4349","1.4787","1.4568"
"13 Jul 2009","US Dollar","USDGHS","1.4359","1.4751","1.4555"
"10 Jul 2009","US Dollar","USDGHS","1.4358","1.4744","1.4551"
"09 Jul 2009","US Dollar","USDGHS","1.4358","1.4742","1.4550"
"08 Jul 2009","US Dollar","USDGHS","1.4358","1.4767","1.4563"
"07 Jul 2009","US Dollar","USDGHS","1.4358","1.4770","1.4564"
"06 Jul 2009","US Dollar","USDGHS","1.4374","1.4777","1.4576"
"03 Jul 2009","US Dollar","USDGHS","1.4374","1.4777","1.4576"
"02 Jul 2009","US Dollar","USDGHS","1.4349","1.4765","1.4557"
"30 Jun 2009","US Dollar","USDGHS","1.4345","1.4752","1.4549"
"29 Jun 2009","US Dollar","USDGHS","1.4336","1.4744","1.4540"
"26 Jun 2009","US Dollar","USDGHS","1.4335","1.4742","1.4539"
"25 Jun 2009","US Dollar","USDGHS","1.4333","1.4740","1.4537"
"24 Jun 2009","US Dollar","USDGHS","1.4326","1.4721","1.4524"
"23 Jun 2009","US Dollar","USDGHS","1.4312","1.4722","1.4517"
"22 Jun 2009","US Dollar","USDGHS","1.4295","1.4708","1.4502"
"19 Jun 2009","US Dollar","USDGHS","1.4305","1.4710","1.4508"
"18 Jun 2009","US Dollar","USDGHS","1.4295","1.4708","1.4502"
"17 Jun 2009","US Dollar","USDGHS","1.4283","1.4690","1.4487"
"16 Jun 2009","US Dollar","USDGHS","1.4265","1.4676","1.4471"
"15 Jun 2009","US Dollar","USDGHS","1.4250","1.4661","1.4456"
"12 Jun 2009","US Dollar","USDGHS","1.4239","1.4654","1.4447"
"11 Jun 2009","US Dollar","USDGHS","1.4159","1.4557","1.4358"
"10 Jun 2009","US Dollar","USDGHS","1.4159","1.4557","1.4358"
"09 Jun 2009","US Dollar","USDGHS","1.4156","1.4551","1.4354"
"08 Jun 2009","US Dollar","USDGHS","1.4146","1.4542","1.4344"
"05 Jun 2009","US Dollar","USDGHS","1.4105","1.4517","1.4311"
"04 Jun 2009","US Dollar","USDGHS","1.4096","1.4508","1.4302"
"03 Jun 2009","US Dollar","USDGHS","1.4024","1.4446","1.4235"
"02 Jun 2009","US Dollar","USDGHS","1.4005","1.4426","1.4216"
"01 Jun 2009","US Dollar","USDGHS","1.3985","1.4406","1.4196"
"29 May 2009","US Dollar","USDGHS","1.3985","1.4406","1.4196"
"28 May 2009","US Dollar","USDGHS","1.3980","1.4400","1.4190"
"27 May 2009","US Dollar","USDGHS","1.3960","1.4365","1.4163"
"26 May 2009","US Dollar","USDGHS","1.3960","1.4365","1.4163"
"22 May 2009","US Dollar","USDGHS","1.3954","1.4356","1.4155"
"21 May 2009","US Dollar","USDGHS","1.3954","1.4356","1.4155"
"20 May 2009","US Dollar","USDGHS","1.3940","1.4346","1.4143"
"19 May 2009","US Dollar","USDGHS","1.3922","1.4351","1.4137"
"18 May 2009","US Dollar","USDGHS","1.3892","1.4307","1.4100"
"15 May 2009","US Dollar","USDGHS","1.3880","1.4300","1.4090"
"14 May 2009","US Dollar","USDGHS","1.3880","1.4299","1.4090"
"13 May 2009","US Dollar","USDGHS","1.3878","1.4295","1.4087"
"12 May 2009","US Dollar","USDGHS","1.3860","1.4276","1.4068"
"11 May 2009","US Dollar","USDGHS","1.3848","1.4265","1.4057"
"08 May 2009","US Dollar","USDGHS","1.3846","1.4254","1.4050"
"07 May 2009","US Dollar","USDGHS","1.3846","1.4254","1.4050"
"06 May 2009","US Dollar","USDGHS","1.3843","1.4255","1.4049"
"05 May 2009","US Dollar","USDGHS","1.3836","1.4248","1.4042"
"04 May 2009","US Dollar","USDGHS","1.3803","1.4227","1.4015"
"30 Apr 2009","US Dollar","USDGHS","1.3760","1.4180","1.3970"
"29 Apr 2009","US Dollar","USDGHS","1.3760","1.4180","1.3970"
"28 Apr 2009","US Dollar","USDGHS","1.3755","1.4177","1.3966"
"27 Apr 2009","US Dollar","USDGHS","1.3748","1.4170","1.3959"
"24 Apr 2009","US Dollar","USDGHS","1.3744","1.4165","1.3955"
"23 Apr 2009","US Dollar","USDGHS","1.3739","1.4161","1.3950"
"22 Apr 2009","US Dollar","USDGHS","1.3730","1.4155","1.3943"
"21 Apr 2009","US Dollar","USDGHS","1.3628","1.3999","1.3814"
"20 Apr 2009","US Dollar","USDGHS","1.3624","1.3990","1.3807"
"17 Apr 2009","US Dollar","USDGHS","1.3622","1.3983","1.3803"
"16 Apr 2009","US Dollar","USDGHS","1.3615","1.3975","1.3795"
"15 Apr 2009","US Dollar","USDGHS","1.3616","1.3981","1.3799"
"14 Apr 2009","US Dollar","USDGHS","1.3594","1.3970","1.3782"
"09 Apr 2009","US Dollar","USDGHS","1.3589","1.3965","1.3777"
"08 Apr 2009","US Dollar","USDGHS","1.3583","1.3964","1.3774"
"07 Apr 2009","US Dollar","USDGHS","1.3583","1.3964","1.3774"
"06 Apr 2009","US Dollar","USDGHS","1.3578","1.3957","1.3768"
"03 Apr 2009","US Dollar","USDGHS","1.3571","1.3948","1.3760"
"02 Apr 2009","US Dollar","USDGHS","1.3548","1.3919","1.3734"
"01 Apr 2009","US Dollar","USDGHS","1.3507","1.3895","1.3701"
"31 Mar 2009","US Dollar","USDGHS","1.3503","1.3895","1.3699"
"30 Mar 2009","US Dollar","USDGHS","1.3503","1.3894","1.3699"
"27 Mar 2009","US Dollar","USDGHS","1.3498","1.3889","1.3694"
"26 Mar 2009","US Dollar","USDGHS","1.3475","1.3855","1.3665"
"25 Mar 2009","US Dollar","USDGHS","1.3471","1.3860","1.3666"
"24 Mar 2009","US Dollar","USDGHS","1.3471","1.3860","1.3666"
"23 Mar 2009","US Dollar","USDGHS","1.3462","1.3846","1.3654"
"20 Mar 2009","US Dollar","USDGHS","1.3462","1.3846","1.3654"
"19 Mar 2009","US Dollar","USDGHS","1.3458","1.3837","1.3648"
"18 Mar 2009","US Dollar","USDGHS","1.3360","1.3755","1.3558"
"17 Mar 2009","US Dollar","USDGHS","1.3325","1.3734","1.3530"
"16 Mar 2009","US Dollar","USDGHS","1.3320","1.3723","1.3522"
"13 Mar 2009","US Dollar","USDGHS","1.3265","1.3675","1.3470"
"12 Mar 2009","US Dollar","USDGHS","1.3257","1.3671","1.3464"
"11 Mar 2009","US Dollar","USDGHS","1.3239","1.3644","1.3442"
"10 Mar 2009","US Dollar","USDGHS","1.3236","1.3639","1.3438"
"09 Mar 2009","US Dollar","USDGHS","1.3233","1.3639","1.3436"
"05 Mar 2009","US Dollar","USDGHS","1.3160","1.3575","1.3368"
"04 Mar 2009","US Dollar","USDGHS","1.3141","1.3529","1.3335"
"03 Mar 2009","US Dollar","USDGHS","1.3105","1.3525","1.3315"
"02 Mar 2009","US Dollar","USDGHS","1.3102","1.3522","1.3312"
"27 Feb 2009","US Dollar","USDGHS","1.3089","1.3520","1.3305"
"26 Feb 2009","US Dollar","USDGHS","1.3087","1.3518","1.3303"
"25 Feb 2009","US Dollar","USDGHS","1.3061","1.3491","1.3276"
"24 Feb 2009","US Dollar","USDGHS","1.3061","1.3491","1.3276"
"23 Feb 2009","US Dollar","USDGHS","1.3047","1.3477","1.3262"
"20 Feb 2009","US Dollar","USDGHS","1.3045","1.3475","1.3260"
"19 Feb 2009","US Dollar","USDGHS","1.3013","1.3447","1.3230"
"18 Feb 2009","US Dollar","USDGHS","1.3004","1.3438","1.3221"
"17 Feb 2009","US Dollar","USDGHS","1.2867","1.3293","1.3080"
"16 Feb 2009","US Dollar","USDGHS","1.2835","1.3253","1.3044"
"13 Feb 2009","US Dollar","USDGHS","1.2835","1.3253","1.3044"
"12 Feb 2009","US Dollar","USDGHS","1.2818","1.3234","1.3026"
"11 Feb 2009","US Dollar","USDGHS","1.2818","1.3234","1.3026"
"10 Feb 2009","US Dollar","USDGHS","1.2806","1.3222","1.3014"
"09 Feb 2009","US Dollar","USDGHS","0.0000","0.0000","0.0000"
"06 Feb 2009","US Dollar","USDGHS","1.2753","1.3161","1.2957"
"05 Feb 2009","US Dollar","USDGHS","1.2742","1.3056","1.2899"
"04 Feb 2009","US Dollar","USDGHS","1.2683","1.3001","1.2842"
"03 Feb 2009","US Dollar","USDGHS","1.2521","1.2925","1.2723"
"02 Feb 2009","US Dollar","USDGHS","1.2507","1.2911","1.2709"
"30 Jan 2009","US Dollar","USDGHS","1.2468","1.2896","1.2682"
"29 Jan 2009","US Dollar","USDGHS","1.2884","1.2884","1.2884"
"28 Jan 2009","US Dollar","USDGHS","1.2412","1.2793","1.2603"
"27 Jan 2009","US Dollar","USDGHS","1.2413","1.2775","1.2594"
"26 Jan 2009","US Dollar","USDGHS","1.2372","1.2753","1.2563"
"23 Jan 2009","US Dollar","USDGHS","1.2316","1.2684","1.2500"
"22 Jan 2009","US Dollar","USDGHS","1.2311","1.2675","1.2493"
"21 Jan 2009","US Dollar","USDGHS","1.2296","1.2664","1.2480"
"20 Jan 2009","US Dollar","USDGHS","1.2279","1.2643","1.2461"
"19 Jan 2009","US Dollar","USDGHS","1.2161","1.2559","1.2360"
"16 Jan 2009","US Dollar","USDGHS","1.2161","1.2559","1.2360"
"15 Jan 2009","US Dollar","USDGHS","1.2151","1.2550","1.2351"
"14 Jan 2009","US Dollar","USDGHS","0.0000","0.0000","0.0000"
"13 Jan 2009","US Dollar","USDGHS","1.2142","1.2529","1.2336"
"12 Jan 2009","US Dollar","USDGHS","1.2110","1.2497","1.2304"
"09 Jan 2009","US Dollar","USDGHS","1.2095","1.2498","1.2297"
"08 Jan 2009","US Dollar","USDGHS","1.2083","1.2477","1.2280"
"07 Jan 2009","US Dollar","USDGHS","1.1973","1.2390","1.2182"
"06 Jan 2009","US Dollar","USDGHS","1.1950","1.2388","1.2169"
"05 Jan 2009","US Dollar","USDGHS","1.1935","1.2350","1.2143"
"02 Jan 2009","US Dollar","USDGHS","1.1931","1.2350","1.2141"
"31 Dec 2008","US Dollar","USDGHS","1.1922","1.2345","1.2134"
"30 Dec 2008","US Dollar","USDGHS","1.1904","1.2309","1.2107"
"29 Dec 2008","US Dollar","USDGHS","1.1904","1.2309","1.2107"
"24 Dec 2008","US Dollar","USDGHS","1.1890","1.2295","1.2093"
"23 Dec 2008","US Dollar","USDGHS","1.1865","1.2242","1.2054"
"22 Dec 2008","US Dollar","USDGHS","1.1861","1.2235","1.2048"
"19 Dec 2008","US Dollar","USDGHS","1.1813","1.2188","1.2001"
"18 Dec 2008","US Dollar","USDGHS","1.1784","1.2171","1.1978"
"17 Dec 2008","US Dollar","USDGHS","1.1761","1.2102","1.1932"
"16 Dec 2008","US Dollar","USDGHS","1.1761","1.2102","1.1932"
"15 Dec 2008","US Dollar","USDGHS","1.1740","1.2069","1.1905"
"12 Dec 2008","US Dollar","USDGHS","1.1738","1.2065","1.1902"
"11 Dec 2008","US Dollar","USDGHS","1.1690","1.2001","1.1846"
"10 Dec 2008","US Dollar","USDGHS","1.1689","1.2001","1.1845"
"09 Dec 2008","US Dollar","USDGHS","1.1675","1.1983","1.1829"
"04 Dec 2008","US Dollar","USDGHS","1.1671","1.1981","1.1826"
"03 Dec 2008","US Dollar","USDGHS","1.1661","1.1972","1.1817"
"02 Dec 2008","US Dollar","USDGHS","1.1659","1.1969","1.1814"
"01 Dec 2008","US Dollar","USDGHS","1.1654","1.1966","1.1810"
"29 Nov 2008","US Dollar","USDGHS","1.1649","1.1962","1.1806"
"28 Nov 2008","US Dollar","USDGHS","1.1649","1.1962","1.1806"
"27 Nov 2008","US Dollar","USDGHS","1.1631","1.1930","1.1781"
"26 Nov 2008","US Dollar","USDGHS","1.1608","1.1904","1.1756"
"25 Nov 2008","US Dollar","USDGHS","1.1609","1.1902","1.1756"
"24 Nov 2008","US Dollar","USDGHS","1.1592","1.1882","1.1737"
"21 Nov 2008","US Dollar","USDGHS","1.1576","1.1871","1.1724"
"20 Nov 2008","US Dollar","USDGHS","1.1563","1.1862","1.1713"
"19 Nov 2008","US Dollar","USDGHS","1.1542","1.1853","1.1698"
"18 Nov 2008","US Dollar","USDGHS","1.1525","1.1825","1.1675"
"17 Nov 2008","US Dollar","USDGHS","1.1495","1.1777","1.1636"
"14 Nov 2008","US Dollar","USDGHS","1.1495","1.1776","1.1636"
"13 Nov 2008","US Dollar","USDGHS","1.1485","1.1769","1.1627"
"12 Nov 2008","US Dollar","USDGHS","1.1472","1.1746","1.1609"
"11 Nov 2008","US Dollar","USDGHS","1.1444","1.1727","1.1586"
"10 Nov 2008","US Dollar","USDGHS","1.1408","1.1704","1.1556"
"07 Nov 2008","US Dollar","USDGHS","1.1407","1.1720","1.1564"
"06 Nov 2008","US Dollar","USDGHS","1.1394","1.1710","1.1552"
"05 Nov 2008","US Dollar","USDGHS","1.1385","1.1702","1.1544"
"04 Nov 2008","US Dollar","USDGHS","1.1384","1.1693","1.1539"
"03 Nov 2008","US Dollar","USDGHS","1.1358","1.1681","1.1520"
"31 Oct 2008","US Dollar","USDGHS","0.0000","0.0000","0.0000"
"30 Oct 2008","US Dollar","USDGHS","1.1338","1.1628","1.1483"
"29 Oct 2008","US Dollar","USDGHS","1.1307","1.1620","1.1464"
"28 Oct 2008","US Dollar","USDGHS","1.1303","1.1615","1.1459"
"27 Oct 2008","US Dollar","USDGHS","1.1299","1.1606","1.1453"
"24 Oct 2008","US Dollar","USDGHS","1.1285","1.1602","1.1444"
"23 Oct 2008","US Dollar","USDGHS","1.1285","1.1600","1.1443"
"22 Oct 2008","US Dollar","USDGHS","1.1282","1.1599","1.1441"
"21 Oct 2008","US Dollar","USDGHS","1.1291","1.1587","1.1439"
"20 Oct 2008","US Dollar","USDGHS","1.1284","1.1584","1.1434"
"17 Oct 2008","US Dollar","USDGHS","1.1278","1.1580","1.1429"
"16 Oct 2008","US Dollar","USDGHS","1.1243","1.1578","1.1411"
"15 Oct 2008","US Dollar","USDGHS","1.1234","1.1574","1.1404"
"14 Oct 2008","US Dollar","USDGHS","1.1215","1.1554","1.1385"
"13 Oct 2008","US Dollar","USDGHS","1.1195","1.1547","1.1371"
"10 Oct 2008","US Dollar","USDGHS","1.1155","1.1517","1.1336"
"09 Oct 2008","US Dollar","USDGHS","1.1155","1.1517","1.1336"
"08 Oct 2008","US Dollar","USDGHS","1.1144","1.1498","1.1321"
"07 Oct 2008","US Dollar","USDGHS","1.1115","1.1479","1.1297"
"06 Oct 2008","US Dollar","USDGHS","1.1033","1.1433","1.1233"
"03 Oct 2008","US Dollar","USDGHS","1.1005","1.1437","1.1221"
"02 Oct 2008","US Dollar","USDGHS","1.1000","1.1442","1.1221"
"01 Oct 2008","US Dollar","USDGHS","1.0995","1.1426","1.1211"
"29 Sep 2008","US Dollar","USDGHS","1.0995","1.1426","1.1211"
"26 Sep 2008","US Dollar","USDGHS","1.0975","1.1404","1.1190"
"25 Sep 2008","US Dollar","USDGHS","1.0975","1.1404","1.1190"
"24 Sep 2008","US Dollar","USDGHS","1.0975","1.1404","1.1190"
"23 Sep 2008","US Dollar","USDGHS","1.0975","1.1405","1.1190"
"22 Sep 2008","US Dollar","USDGHS","1.0956","1.1404","1.1180"
"19 Sep 2008","US Dollar","USDGHS","1.0952","1.1403","1.1178"
"18 Sep 2008","US Dollar","USDGHS","1.0938","1.1389","1.1164"
"17 Sep 2008","US Dollar","USDGHS","1.0929","1.1385","1.1157"
"16 Sep 2008","US Dollar","USDGHS","1.0929","1.1385","1.1157"
"15 Sep 2008","US Dollar","USDGHS","1.0924","1.1384","1.1154"
"12 Sep 2008","US Dollar","USDGHS","1.0874","1.1379","1.1127"
"11 Sep 2008","US Dollar","USDGHS","1.0827","1.1326","1.1077"
"10 Sep 2008","US Dollar","USDGHS","1.0823","1.1317","1.1070"
"09 Sep 2008","US Dollar","USDGHS","1.0813","1.1306","1.1060"
"08 Sep 2008","US Dollar","USDGHS","1.0786","1.1284","1.1035"
"05 Sep 2008","US Dollar","USDGHS","1.0779","1.1263","1.1021"
"04 Sep 2008","US Dollar","USDGHS","1.0761","1.1245","1.1003"
"03 Sep 2008","US Dollar","USDGHS","1.0752","1.1235","1.0994"
"02 Sep 2008","US Dollar","USDGHS","1.0743","1.1240","1.0992"
"01 Sep 2008","US Dollar","USDGHS","1.0734","1.1231","1.0983"
"29 Aug 2008","US Dollar","USDGHS","1.0727","1.1213","1.0970"
"28 Aug 2008","US Dollar","USDGHS","1.0718","1.1213","1.0966"
"27 Aug 2008","US Dollar","USDGHS","1.0709","1.1206","1.0958"
"26 Aug 2008","US Dollar","USDGHS","1.0714","1.1206","1.0960"
"25 Aug 2008","US Dollar","USDGHS","1.0615","1.1110","1.0863"
"22 Aug 2008","US Dollar","USDGHS","1.0633","1.1113","1.0873"
"21 Aug 2008","US Dollar","USDGHS","1.0620","1.1099","1.0860"
"20 Aug 2008","US Dollar","USDGHS","1.0619","1.1096","1.0858"
"19 Aug 2008","US Dollar","USDGHS","1.0601","1.1066","1.0834"
"18 Aug 2008","US Dollar","USDGHS","1.0576","1.0976","1.0776"
"15 Aug 2008","US Dollar","USDGHS","1.0572","1.0972","1.0772"
"14 Aug 2008","US Dollar","USDGHS","1.0566","1.0975","1.0771"
"13 Aug 2008","US Dollar","USDGHS","1.0571","1.0962","1.0767"
"12 Aug 2008","US Dollar","USDGHS","1.0553","1.0962","1.0758"
"11 Aug 2008","US Dollar","USDGHS","1.0532","1.0933","1.0733"
"08 Aug 2008","US Dollar","USDGHS","1.0523","1.0924","1.0724"
"07 Aug 2008","US Dollar","USDGHS","1.0518","1.0919","1.0719"
"06 Aug 2008","US Dollar","USDGHS","1.0515","1.0905","1.0710"
"05 Aug 2008","US Dollar","USDGHS","1.0524","1.0863","1.0694"
"04 Aug 2008","US Dollar","USDGHS","1.0459","1.0844","1.0652"
"01 Aug 2008","US Dollar","USDGHS","1.0459","1.0844","1.0652"
"31 Jul 2008","US Dollar","USDGHS","1.0455","1.0842","1.0649"
"30 Jul 2008","US Dollar","USDGHS","1.0436","1.0815","1.0626"
"29 Jul 2008","US Dollar","USDGHS","1.0436","1.0810","1.0623"
"28 Jul 2008","US Dollar","USDGHS","1.0408","1.0789","1.0599"
"25 Jul 2008","US Dollar","USDGHS","1.0365","1.0729","1.0547"
"24 Jul 2008","US Dollar","USDGHS","1.0220","1.0565","1.0393"
"23 Jul 2008","US Dollar","USDGHS","1.0202","1.0528","1.0365"
"22 Jul 2008","US Dollar","USDGHS","1.0202","1.0528","1.0365"
"21 Jul 2008","US Dollar","USDGHS","1.0198","1.0523","1.0361"
"18 Jul 2008","US Dollar","USDGHS","1.0198","1.0523","1.0361"
"17 Jul 2008","US Dollar","USDGHS","1.0196","1.0519","1.0358"
"16 Jul 2008","US Dollar","USDGHS","1.0196","1.0510","1.0353"
"15 Jul 2008","US Dollar","USDGHS","1.0192","1.0505","1.0349"
"14 Jul 2008","US Dollar","USDGHS","1.0190","1.0504","1.0347"
"11 Jul 2008","US Dollar","USDGHS","1.0185","1.0495","1.0340"
"10 Jul 2008","US Dollar","USDGHS","1.0161","1.0468","1.0315"
"09 Jul 2008","US Dollar","USDGHS","1.0136","1.0450","1.0293"
"08 Jul 2008","US Dollar","USDGHS","1.0133","1.0449","1.0291"
"07 Jul 2008","US Dollar","USDGHS","1.0096","1.0415","1.0256"
"04 Jul 2008","US Dollar","USDGHS","1.0092","1.0405","1.0249"
"03 Jul 2008","US Dollar","USDGHS","1.0092","1.0405","1.0249"
"02 Jul 2008","US Dollar","USDGHS","1.0071","1.0385","1.0228"
"30 Jun 2008","US Dollar","USDGHS","1.0061","1.0363","1.0212"
"27 Jun 2008","US Dollar","USDGHS","1.0065","1.0363","1.0214"
"26 Jun 2008","US Dollar","USDGHS","1.0064","1.0358","1.0211"
"25 Jun 2008","US Dollar","USDGHS","1.0065","1.0346","1.0206"
"24 Jun 2008","US Dollar","USDGHS","1.0060","1.0336","1.0198"
"23 Jun 2008","US Dollar","USDGHS","1.0054","1.0316","1.0185"
"20 Jun 2008","US Dollar","USDGHS","1.0042","1.0309","1.0176"
"19 Jun 2008","US Dollar","USDGHS","1.0027","1.0290","1.0159"
"18 Jun 2008","US Dollar","USDGHS","1.0014","1.0273","1.0144"
"17 Jun 2008","US Dollar","USDGHS","0.9999","1.0154","1.0077"
"16 Jun 2008","US Dollar","USDGHS","0.9956","1.0219","1.0088"
"13 Jun 2008","US Dollar","USDGHS","1.0007","1.0100","1.0054"
"12 Jun 2008","US Dollar","USDGHS","0.9949","1.0200","1.0075"
"11 Jun 2008","US Dollar","USDGHS","0.9945","1.0209","1.0077"
"10 Jun 2008","US Dollar","USDGHS","0.9945","1.0208","1.0077"
"09 Jun 2008","US Dollar","USDGHS","0.9918","1.0157","1.0038"
"06 Jun 2008","US Dollar","USDGHS","0.9916","1.0153","1.0035"
"05 Jun 2008","US Dollar","USDGHS","0.9900","1.0135","1.0018"
"04 Jun 2008","US Dollar","USDGHS","0.9892","1.0126","1.0009"
"03 Jun 2008","US Dollar","USDGHS","0.9875","1.0111","0.9993"
"02 Jun 2008","US Dollar","USDGHS","0.9866","1.0088","0.9977"
"30 May 2008","US Dollar","USDGHS","0.9865","1.0082","0.9974"
"29 May 2008","US Dollar","USDGHS","0.9855","1.0075","0.9965"
"28 May 2008","US Dollar","USDGHS","0.9852","1.0068","0.9960"
"27 May 2008","US Dollar","USDGHS","0.9852","1.0065","0.9959"
"23 May 2008","US Dollar","USDGHS","0.9843","1.0055","0.9949"
"22 May 2008","US Dollar","USDGHS","0.9826","1.0029","0.9928"
"21 May 2008","US Dollar","USDGHS","0.9824","1.0026","0.9925"
"20 May 2008","US Dollar","USDGHS","0.9816","1.0018","0.9917"
"19 May 2008","US Dollar","USDGHS","0.9816","1.0018","0.9917"
"16 May 2008","US Dollar","USDGHS","0.9811","1.0011","0.9911"
"15 May 2008","US Dollar","USDGHS","0.9810","1.0003","0.9907"
"14 May 2008","US Dollar","USDGHS","0.0000","0.0000","0.0000"
"13 May 2008","US Dollar","USDGHS","0.9803","0.9991","0.9897"
"12 May 2008","US Dollar","USDGHS","0.9780","0.9972","0.9876"
"09 May 2008","US Dollar","USDGHS","0.9775","0.9967","0.9871"
"08 May 2008","US Dollar","USDGHS","0.9774","0.9965","0.9870"
"07 May 2008","US Dollar","USDGHS","0.9769","0.9957","0.9863"
"06 May 2008","US Dollar","USDGHS","0.0000","0.0000","0.0000"
"05 May 2008","US Dollar","USDGHS","0.9766","0.9950","0.9858"
"02 May 2008","US Dollar","USDGHS","0.9757","0.9946","0.9852"
"30 Apr 2008","US Dollar","USDGHS","0.9752","0.9937","0.9845"
"29 Apr 2008","US Dollar","USDGHS","0.9745","0.9940","0.9843"
"28 Apr 2008","US Dollar","USDGHS","0.9745","0.9940","0.9843"
"25 Apr 2008","US Dollar","USDGHS","0.9738","0.9933","0.9836"
"24 Apr 2008","US Dollar","USDGHS","0.9733","0.9927","0.9830"
"23 Apr 2008","US Dollar","USDGHS","0.9711","0.9909","0.9810"
"22 Apr 2008","US Dollar","USDGHS","0.9701","0.9905","0.9803"
"21 Apr 2008","US Dollar","USDGHS","0.9699","0.9904","0.9802"
"18 Apr 2008","US Dollar","USDGHS","0.9698","0.9903","0.9801"
"17 Apr 2008","US Dollar","USDGHS","0.9687","0.9898","0.9793"
"16 Apr 2008","US Dollar","USDGHS","0.9682","0.9894","0.9788"
"15 Apr 2008","US Dollar","USDGHS","0.9676","0.9889","0.9783"
"14 Apr 2008","US Dollar","USDGHS","0.9667","0.9883","0.9775"
"11 Apr 2008","US Dollar","USDGHS","0.9667","0.9883","0.9775"
"10 Apr 2008","US Dollar","USDGHS","0.9646","0.9856","0.9751"
"09 Apr 2008","US Dollar","USDGHS","0.9646","0.9856","0.9751"
"08 Apr 2008","US Dollar","USDGHS","0.9646","0.9856","0.9751"
"07 Apr 2008","US Dollar","USDGHS","0.9645","0.9839","0.9742"
"04 Apr 2008","US Dollar","USDGHS","0.9643","0.9853","0.9748"
"03 Apr 2008","US Dollar","USDGHS","0.9643","0.9853","0.9748"
"02 Apr 2008","US Dollar","USDGHS","0.9643","0.9853","0.9748"
"01 Apr 2008","US Dollar","USDGHS","0.9643","0.9853","0.9748"
"31 Mar 2008","US Dollar","USDGHS","0.9641","0.9852","0.9747"
"28 Mar 2008","US Dollar","USDGHS","0.9641","0.9852","0.9747"
"27 Mar 2008","US Dollar","USDGHS","0.9641","0.9852","0.9747"
"26 Mar 2008","US Dollar","USDGHS","0.9641","0.9852","0.9747"
"25 Mar 2008","US Dollar","USDGHS","0.9640","0.9851","0.9746"
"20 Mar 2008","US Dollar","USDGHS","0.9640","0.9814","0.9727"
"19 Mar 2008","US Dollar","USDGHS","0.0000","0.0000","0.0000"
"18 Mar 2008","US Dollar","USDGHS","0.9641","0.9851","0.9746"
"17 Mar 2008","US Dollar","USDGHS","0.9641","0.9851","0.9746"
"14 Mar 2008","US Dollar","USDGHS","0.9641","0.9851","0.9746"
"13 Mar 2008","US Dollar","USDGHS","0.9641","0.9846","0.9744"
"12 Mar 2008","US Dollar","USDGHS","0.9633","0.9839","0.9736"
"11 Mar 2008","US Dollar","USDGHS","0.9623","0.9839","0.9731"
"10 Mar 2008","US Dollar","USDGHS","0.9623","0.9839","0.9731"
"07 Mar 2008","US Dollar","USDGHS","0.9625","0.9838","0.9732"
"05 Mar 2008","US Dollar","USDGHS","0.9625","0.9838","0.9732"
"04 Mar 2008","US Dollar","USDGHS","0.9619","0.9835","0.9727"
"03 Mar 2008","US Dollar","USDGHS","0.9619","0.9835","0.9727"
"28 Feb 2008","US Dollar","USDGHS","0.9619","0.9835","0.9727"
"27 Feb 2008","US Dollar","USDGHS","0.9619","0.9835","0.9727"
"26 Feb 2008","US Dollar","USDGHS","0.9619","0.9835","0.9727"
"25 Feb 2008","US Dollar","USDGHS","0.9619","0.9836","0.9728"
